citedby,persNo,pubID,title,year
4,33697,84868664856,The effects of the beyond mean field corrections of fermi superfluid gas in a double-well potential,2012
2,33697,84867737402,Effects of relativistic and ponderomotive nonlinearities on an intense laser pulse propagation in a plasma channel,2012
3,33697,84866396376,Two-center interference effects on the orientation dependence of the strong-field double-ionization yields for hydrogen molecules,2012
36,33697,84865598491,Low yield of near-zero-momentum electrons and partial atomic stabilization in strong-field tunneling ionization,2012
4,33697,84864862788,The effect of electron initial longitudinal velocity on the non-sequential double ionization process in an elliptically polarized laser field,2012
6,33697,84864723226,Strong two-photon fluorescence enhanced jointly by dipolar and quadrupolar modes of a single plasmonic nanostructure,2012
0,33697,84865140178,Anisotropic explosions of hydrogen clusters in intense femtosecond laser field,2012
0,33697,84864389216,Maximum correlation at the transition to the saturation regime of nonsequential double ionization,2012
10,33697,84861362945,Plasmonic near-field in the vicinity of a single gold nanoparticle investigated with fluorescence correlation spectroscopy,2012
23,33697,84860163821,Optimally designed nanoshell and matryoshka-nanoshell as a plasmonic-enhanced fluorescence probe,2012
44,33697,84857721543,Plasmonic-enhanced molecular fluorescence within isolated bowtie nano-apertures,2012
0,33697,84856219918,Adiabatic geometric phase in the nonlinear coherent coupler,2011
24,33697,81755187754,Anisotropic plasmonic sensing of individual or coupled gold nanorods,2011
13,33697,81455154697,Adiabatic geometric phase for a Bose-Einstein condensate coupled to a cavity,2011
1,33697,80053119160,The role of multi-return induced collision-ionization in atomic nonsequential double ionization,2011
38,33697,80051733049,Single-molecule spontaneous emission in the vicinity of an individual gold nanorod,2011
2,33697,79957938574,Phase transition of the ground state for two-component Bose-Einstein condensates in a triple-well trap,2011
9,33697,79961076699,Effect of the electron initial longitudinal velocity on the nonsequential double-ionization process,2011
11,33697,79960621576,Berry phase and Hannay angle of an interacting boson system,2011
16,33697,79954416625,Precisely controllable bright nonautonomous solitons in Bose-Einstein condensate,2011
0,33697,79953855882,Electron correlation dynamics of strong-field double ionization of atoms below recollision threshold,2011
1,33697,79251498324,Resonance enhancement of nonsequential double ionization by a magnetic field,2011
7,33697,78650913841,Anomalous monopoles of an interacting boson system,2011
26,33697,84869483775,Normobaric hyperoxia protects the blood brain barrier through inhibiting Nox2 containing NADPH oxidase in ischemic stroke,2011
5,33697,78650978339,Dependence of the correlated-momentum patterns in double ionization on the carrier-envelope phase and intensity of a few-cycle laser pulse,2010
4,33697,78649877684,Intensity determination of superintense laser pulses via ionization fraction in the relativistic tunnelling regime,2010
24,33697,77956339580,Adiabatic Berry phase in an atom-molecule conversion system,2010
4,33697,77953343248,Molecule production via Feshbach resonance in bosonic systems,2010
4,33697,77958532666,Ion jet generation in the ultraintense laser interactions with rear-side concave target,2010
39,33697,77952507912,Structure effects in angle-resolved high-order above-threshold ionization of molecules,2010
45,33697,77951743498,Multiphoton double ionization of Ar and Ne close to Threshold,2010
28,33697,77950655077,Strong-field double ionization at the transition to below the recollision threshold,2010
7,33697,73549110483,Shapiro-like resonance in ultracold molecule production via an oscillating magnetic field,2010
1,33697,71049185505,Measurement of carrier-envelope phase and field strength of a few-cycle pulse by non-sequential double ionization,2009
0,33697,70350624377,Adiabatic evolution for the <sup>87</sup>Rb atom-molecule conversion system,2009
9,33697,70450064289,Alignment-dependent nonsequential double ionization of N2 in intense laser fields: The role of different valence orbitals,2009
0,33697,70349249696,Large excursions of action within the resonance of a degenerate Hamiltonian system with two degrees of freedom,2009
165,33697,69249085725,Classical aspects in above-threshold ionization with a midinfrared strong laser field,2009
21,33697,68949119694,Nonsequential double ionization of Ne in an elliptically polarized intense laser field,2009
11,33697,68949126799,Adiabatic Rosen-Zener interferometry with ultracold atoms,2009
9,33697,67650661393,Laser-assisted collision effect on non-sequential double ionization of helium in a few-cycle laser pulse,2009
1,33697,68649086662,Adiabaticity of the dark state in a nonlinear atom-trimer conversion system,2009
12,33697,67649883221,Linear instability and adiabatic fidelity for the dark state in a nonlinear atom-trimer conversion system,2009
11,33697,68349133027,Enhanced ion acceleration by collisionless electrostatic shock in thin foils irradiated by ultraintense laser pulse,2009
2,33697,65249146506,Nonlinear Landau-Zener tunneling of Bose-Einstein condensate in a spatially magnetic modulated trap,2009
3,33697,61449083667,The longitudinal motion of electrons and waves in plasmas with an ultraintense laser field,2009
17,33697,63149144496,Intensity dependence of intramolecular interference from a full quantum analysis of high-order harmonic generation,2009
20,33697,68349148689,Electron acceleration in the wakefield of asymmetric laser pulses,2009
14,33697,59349112391,Reading molecular messages from high-order harmonic spectra at different orientation angles,2009
19,33697,58149218205,Nonlinear Ramsey interferometry with Rosen-Zener pulses on a two-component Bose-Einstein condensate,2008
8,33697,59249104033,Role of particle interactions in the Feshbach conversion of fermionic atoms to bosonic molecules,2008
18,33697,57349128487,Carrier-envelope phase dependence of non-sequential double ionization in few-cycle pulses,2008
31,33697,56849099630,Adiabatic fidelity for atom-molecule conversion in a nonlinear three-level ? system,2008
9,33697,50249145738,Attosecond-pulse-controlled high-order harmonic generation in ultrashort laser fields,2008
1,33697,56449115136,Anomalous conductance spectrum in ferromagnet/d-wave superconductor junctions carrying a supercurrent,2008
19,33697,47749141547,Many-body effects on nonadiabatic Feshbach conversion in bosonic systems,2008
14,33697,46349103615,Energetic collimated ion bunch generation from an ultraintense laser interacting with thin concave targets,2008
16,33697,44949200094,Suppression effect in the nonsequential double ionization of molecules by an intense laser field,2008
4,33697,44849142349,Stability of Fock states in a two-component Bose-Einstein condensate with a regular classical counterpart,2008
8,33697,41149099616,Origin of the double-peak structure in longitudinal momentum distributions for single ionization of an He atom in strong laser field,2008
0,33697,43049146565,Spin tunnelling dynamics for spin-1 Bose-Einstein condensates in a swept magnetic field,2008
7,33697,38549095183,High-order harmonic generation from diatomic molecules with large internuclear distance: The effect of two-center interference,2008
21,33697,40749090885,Classical trajectory perspective on double-ionization dynamics of diatomic molecules irradiated by ultrashort intense laser pulses,2008
33,33697,40749155904,Rosen-Zener transition in a nonlinear two-level system,2008
27,33697,40649091426,Self-trapping of Bose-Einstein condensates in optical lattices: The effect of the lattice dimension,2008
5,33697,40049091786,Effect of static electric field on nonsequential double ionization,2008
10,33697,34748848044,Singularities of Berry connections inhibit the accuracy of the adiabatic approximation,2007
0,33697,36048947635,Measure entanglement of bipartite system by a new nonlocal effect,2007
12,33697,34548705948,Effects of a static electric field on nonsequential double ionization,2007
2,33697,34447646149,Tunneling spectroscopy between a ferromagnet and s-wave superconductor carrying a supercurrent,2007
25,33697,34547655436,Alignment effect in nonsequential double ionization of diatomic molecules in strong laser fields,2007
0,33697,34249308158,Study on non-sequential double ionization of aligned diatomic molecules in strong laser fields,2007
63,33697,33847659305,Josephson oscillation and transition to self-trapping for Bose-Einstein condensates in a triple-well trap,2007
68,33697,33845544951,Quantum entanglement manifestation of transition to nonlinear self-trapping for Bose-Einstein condensates in a symmetric double well,2006
10,33697,33845383401,Continuous-measurement-enhanced self-trapping of degenerate ultracold atoms in a double well: Nonlinear quantum Zeno effect,2006
38,33697,33845451553,Self-trapping of Bose-Einstein condensates in optical lattices,2006
17,33697,33845426306,Charge-resonance effect on harmonic generation by symmetric diatomic molecular ions in intense laser fields,2006
0,33697,33846385590,Erratum: Self-trapping of Bose-Einstein condensates in optical lattices (Physical Review A (2006) 74 (063610)),2006
26,33697,33750537770,Collective excitations of a Bose-Einstein condensate in an anharmonic trap,2006
32,33697,33846101129,Dynamical phase changes of the self-trapping of Bose-Einstein condensates and its characteristic of entanglement,2006
55,33697,33749173999,Landau-Zener tunneling in a nonlinear three-level system,2006
4,33697,33749409210,Coulomb potential recapture effect in above-barrier ionization in laser pulses,2006
7,33697,33646504416,Quantum resonance and antiresonance for a periodically kicked Bose-Einstein condensate in a one-dimensional box,2006
45,33697,32644474379,Commutability between the semiclassical and adiabatic limits,2006
5,33697,32644439883,Semiclassical approach to non-sequential double ionization of diatomic molecules in strong laser field,2006
70,33697,33144459184,Periodic modulation effect on self-trapping of two weakly coupled Bose-Einstein condensates,2006
44,33697,33144464432,Transition to instability in a periodically kicked Bose-Einstein condensate on a ring,2006
33,33697,27944496478,Self-trapping and its periodic modulation of Bose-Einstein condensates in double-well trap,2005
7,33697,24944548279,Effects of periodic modulation on the Landau-Zener transition,2005
6,33697,24644433094,Carrier envelope phase controlled high-order harmonic generation in ultrashort laser pulse,2005
41,33697,18144410614,Geometric phase for adiabatic evolutions of general quantum states,2005
41,33697,33244483054,Fidelity for the quantum evolution of a Bose-Einstein condensate,2005
23,33697,33244483869,Pulse-duration dependence of high-order harmonic generation with coherent superposition state,2005
33,33697,19444372843,Quantum chaos of bogoliubov waves for a Bose-Einstein condensate in stadium billiards,2004
63,33697,1642388691,Transition to Instability in a Kicked Bose-Einstein Condensate,2004
0,33697,344444297,Nonsequence double ionization of helium and correlated electron emission,2003
152,33697,4644322023,Nonlinear evolution of quantum states in the adiabatic regime,2003
5,33697,38236952,Negative differential magnetization in ultrathin Fe on vicinal W(100),2003
1,33697,38392893,Quantum electrodynamic approach to multiphoton ionization in strong fields,2003
4,33697,5541378,Floquet study of ionization and high-order harmonic generation for a hydrogen atom in high-frequency laser fields,2002
169,33697,4243474793,Theory of nonlinear Landau-Zener tunneling,2002
40,33697,1301874,Quantum step heights in hysteresis loops of molecular magnets,2002
2,33697,37023629,The configuration of a topological current and its physical structure: An application and paradigmatic evidence,2002
60,33697,36473952,Correlated electron emission in laser-induced nonsequence double ionization of helium,2002
84,33697,3843122089,Controlled generation of dark solitons with phase imprinting,2002
18,33697,37124335,Critical onset in coherent oscillations between two weakly coupled Bose-Einstein condensates,2002
29,33697,36818594,Characteristic photoelectron spectra and angular distributions of single and double ionization,2002
11,33697,84983698491,Theory of nonlinear Landau-Zener tunneling,2002
8,33697,35955985,Nonlinear tunneling and chaos between two Bose-Einstein condensates trapped in time-dependent potential,2001
0,33697,35642080,Dynamic Behavior and Quasi-energy Spectrum of Multiband Superlattice Bloch Electrons in Quantum Kicked Potential,2001
38,33697,18344394251,Classical collisional trajectories as the source of strong-field double ionization of helium in the knee regime,2001
42,33697,35307093,Classical collisional trajectories as the source of strong-field double ionization of helium in the knee regime,2001
82,33697,4243957371,Interpretation of momentum distribution of recoil ions from laser-induced nonsequential double ionization by semiclassical rescattering model,2001
1,33697,18344363771,Interpretation of momentum distribution of recoil ions from laser-induced nonsequential double ionization by semiclassical rescattering model,2001
6,33697,34271224,Iterative treatment for atoms in high-frequency laser fields: two-color interference effect,2000
0,33697,34371919,Hydrodynamics of Plasma Interaction with an Intense Laser Field,2000
1,33697,34614914,Rydberg atoms in parallel microwave and magnetic fields - Classical dynamics,2000
0,33697,34391626,Ionization Dynamics of 1D Model Atom in Ultra-Strong 1?-2? Laser Fields,2000
9,33697,34380976,Localization in the Non-analytic Quantum Kicked Systems,2000
1,33697,33639322,Fringe structure in the phase-space dynamics of atomic stabilization in an intense field,2000
20,33697,4243921302,Rescattering effect on phase-dependent ionization of atoms in two-color intense fields,2000
2,33697,37609051,Quantum electrodynamic perspective on multiphoton ionization,1999
63,33697,148352,Quantum chaos of a kicked particle in an infinite potential well,1999
15,33697,47438,High-intensity two-color interference effect on atomic stabilization,1999
1,33697,32286093,Classical description of intense field stabilization dynamics of 1D model atom,1998
25,33697,41013021,Nonadiabatic geometric phase and hannay angle: A squeezed state approach,1998
1,33697,32388686,Effect of phase factor in kick approximation for super intense field ionization,1998
1,33697,11744368682,Squeezed state dynamics of kicked quantum systems,1998
7,33697,41013023,Nonadiabatic geometric phase for the cyclic evolution of a time-dependent Hamiltonian system,1998
0,33697,11544275253,Chaotic behavior of a one-dimensional model atom in an intense field,1998
67,33697,40571145,Plateau in above-threshold-ionization spectra and chaotic behavior in rescattering processes,1997
1,33697,31376786,Chaotic behavior in the rescattering process of optical field ionization,1997
12,33697,38013112,Multiple-scales analysis of plasma response to intense laser field and plasma excitation,1997
3,33697,30530733,ATI spectra and angular distributions of the ionized electrons in strong fields: Classical approaches,1996
23,33697,30105691,Rescattering effect in above-threshold ionization processes,1996
0,33697,29511966,Photoionization and residual energy in ultrashort-pulse laser,1995
13,33697,4066608,Chaotic motion of comets in near-parabolic orbit: Mapping approaches,1994
1,33697,44949272652,Numerical research on the Sitnikov problem,1991
33,33697,40903317,On the Sitnikov problem,1990
0,33697,34250089192,Evolution of the moment of inertia in the many-body problem in the field of general attraction,1988
0,33697,84984601500,Noise mechanism of TDMR readers at system level,2016
0,33697,84961689580,Zero-Magnetic-Field Oscillation of Spin Transfer Nano-Oscillator with a Second-Order-Perpendicular-Anisotropy Free Layer,2016
0,33697,85008668676,Influence of Shape Anisotropy on Magnetization Dynamics Driven by Spin Hall Effect,2016
0,33697,84949511271,Lower-current-density-induced magnetization switching in the CoFeB/MgO based magnetic tunnel junction,2015
0,33697,84946209705,Simulation Study of Pulse Laser Quality Effects on Recording Performances of Heat-Assisted Magnetic Recording by Short-Pulse Laser Heating,2015
0,33697,84964055973,Experimental evaluation of writing process induced EMI/EMC in magnetic recording system,2015
2,33697,84933060522,4-5 Tb/in&lt;inf&gt;2&lt;/inf&gt; Heat-Assisted Magnetic Recording by Short-Pulse Laser Heating,2015
2,33697,84926041362,Analysis of magnetic noises in two-dimensional magnetic recording readers,2015
2,33697,84929094297,Oscillation characteristics of zero-field spin transfer oscillators with field-like torque,2015
1,33697,84930507833,Development of spin-torque oscillators and high CoPt media with small grain size for microwave-assisted magnetic recording,2015
0,33697,84929832978,Effect of free layer thickness on switching properties in CoFeB/MgO based magnetic tunnel junctions,2015
0,33697,84941345273,Sensitivity analysis of magnetic write head for shingled recording,2015
0,33697,84945161584,Effect of the intrinsic in-plane shape anisotropy on the oscillation characteristics of zero-field spin torque oscillator,2015
0,33697,84942474748,Role of inter-granular exchange coupling in microwave-assisted magnetic recording,2015
0,33697,84942437097,Short pulse laser heating for HAMR: Density potential and implementation issues,2015
1,33697,84916202047,Influence of data patterns on reader performance at off-track reading,2014
5,33697,84916221184,Additional reader noise in TDMR reader for ITI cancelation,2014
4,33697,84916608463,Analysis of heat-assisted magnetic recording to density of 4 Tb/in2,2014
0,33697,84915758140,Influence of magnetic writer field on spin torque oscillator performance,2014
1,33697,84915748400,Magnetization dynamics in spin-torque oscillator with negative K<inf>u</inf> for microwave assisted magnetic recording,2014
0,33697,84880807063,Writer field gradient measurement on Spinstand,2013
17,33697,84861748361,Thermal issues and their effects on heat-assisted magnetic recording system (invited),2012
0,33697,79955372142,Transition boundary model of magnetization distribution in high density perpendicular recording,2011
0,33697,79251548285,Study of saturation effects in brushless DC spindle motors using harmonics analysis method,2010
3,33697,77952826660,A simulation model for two dimensional recording on continuous granular media,2010
1,33697,77952796439,Effect of read head scaling on servo and data signal characteristics for staggered two-row-per-track bit-patterned-media recording,2010
0,33697,53949096100,Characterization of transition shifts in perpendicular magnetic recording using 3D FEM,2008
78,33697,50649101211,Accurate prediction of magnetic field and magnetic forces in permanent magnet motors using an analytical solution,2008
25,33697,42149108125,An improved analytical solution for predicting magnetic forces in permanent magnet motors,2008
83,33697,34648846082,Analytical solution of air-gap field in permanent-magnet motors taking into account the effect of pole transition over slots,2007
0,33697,34249018821,Analytical method for perpendicular recording field calculation to examine nonlinear transition shift,2007
67,33697,34249068171,Effect of radial magnetic forces in permanent magnet motors with rotor eccentricity,2007
0,33697,50249152848,Hybrid finite element and fast Fourier on multipoles algorithm for micromagnetic modeling of perpendicular SOMA media,2006
1,33697,49949107572,3D analysis of medium field with consideration of perpendicular head-medium combinations,2006
1,33697,49949096271,Direct solution of medium field and cross track characteristics of read sensor,2006
0,33697,50249174638,A numerical approach for accurate prediction of magnetic field in permanent magnet motors,2006
0,33697,50249090576,A heat interaction investigation in thermally assisted MRAM,2006
0,33697,50249185940,Side-shielded TGMR reader with track width reduction scheme,2006
1,33697,50249131964,Spin-flop switching of the guided synthetic anti-ferromagnet MRAM,2006
0,33697,50249165270,Ultra-soft and high magnetic moment NiFe films prepared via electrodeposition from A Cu2+ contained solution,2006
1,33697,33751059985,Micromagnetic modeling simulations and applications,2006
0,33697,33751032062,Calculation of dynamic write field for perpendicular recording head,2006
1,33697,33846602612,Hybrid FE-FFTM algorithm for micromagnetic modeling of perpendicular SOMA media,2006
4,33697,33646241777,Micromagnetic analysis of transition noise for high-density perpendicular recording,2006
0,33697,33646257338,Micromagnetic simulations of magnetic nanowires with constrictions by FIB,2006
2,33697,33646734853,A fast Fourier transform on multipole algorithm for micromagnetic modeling of perpendicular recording media,2006
5,33697,33646732845,Prediction and analysis of magnetic forces in permanent magnet brushless dc motor with rotor eccentricity,2006
7,33697,33644972856,Transport properties and micromagnetic modeling of magnetic nanowires with multiple constrictions,2006
1,33697,33645151275,Dynamic simulation of high-density perpendicular recording head and media combination,2006
17,33697,31344458022,Fast fourier transform on multipoles for rapid calculation of magnetostatic fields,2006
0,33697,28444488382,Distribution of slanted write field for perpendicular recording heads with shielded pole,2005
5,33697,29744432641,Critical-path-analysis-based dynamic component supplier optimization,2005
12,33697,33749056863,Cogging torque prediction by superposition of torque due to pole transition over slot,2005
4,33697,33749072523,Determination of parameters for internal permanent magnet synchronous motors,2005
0,33697,33749052787,Computational optimization of the run-up performance of a HDD spindle motor,2005
2,33697,27744550398,Distribution of slanted write field for perpendicular recording heads with shielded pole,2005
44,33697,23844551228,Automatic learning control for unbalance compensation in active magnetic bearings,2005
3,33697,20944448401,Robust design of head interconnect for hard disk drive,2005
3,33697,20944444950,Sensitivity analysis of write field with respect to design parameters for perpendicular recording heads,2005
5,33697,13944259354,Optimize control current in magnetic bearings using automatic learning control,2004
17,33697,17044412068,Determination of machine parameters for internal permanent magnet synchronous motors,2004
3,33697,17644398486,A web-based support for HDD design chain collaboration,2004
7,33697,17644397573,Workflow-driven collaborative session management in product lifecycle management via internet,2004
3,33697,21644437526,AN ISCSI design over wireless network,2004
5,33697,4444384110,Analysis of the starting process of a disk drive spindle motor by time stepping finite element method,2004
0,33697,2442575844,Dynamic analysis of a permanent magnet synchronous motor under different starting schemes,2004
0,33697,2442514179,A fast global optimal technique based on combinations of improved radial basis functions and tabu search method,2004
58,33697,4344614227,Modeling and numerical simulation of a brushless permanent-magnet DC motor in dynamic conditions by time-stepping technique,2004
0,33697,2342477929,Robust design of write head to minimize side-fringing and its variation,2004
46,33697,2342446705,Design optimization for cogging torque minimization using response surface methodology,2004
0,33697,2342626679,An emigration genetic algorithm and its application to multiobjective optimal designs of electromagnetic devices,2004
0,33697,84934299775,Sensitivity analysis and design optimization for head interconnect,2004
0,33697,84934297236,Analytical write field prediction for perpendicular recording heads,2004
1,33697,77953043862,Runout compensation in active magnetic bearings with iterative learning control scheme,2004
2,33697,1442285445,Team-size constraint based moderate decoupling algorithm for large coupled task sets,2003
4,33697,142093043,Domain-specific portal for the precision component and tooling industry in Singapore - Needs analysis and a test-bed implementation,2003
1,33697,1842763020,Engineering portal for collaborative product development,2003
0,33697,242576505,Fuzzy decision guided component supplier selection,2003
0,33697,18544407374,Combined MLS and RSM Approach for HDD Spindle Motor Robust Design,2003
0,33697,18544399639,Time stepping finite element analysis for the dynamic performance of a permanent magnet synchronous motor,2003
39,33697,141953839,Time-Stepping Finite-Element Analysis for the Dynamic Performance of a Permanent Magnet Synchronous Motor,2003
0,33697,84949500358,Combined MLS and RSM approach for HDD spindle motor robust design,2003
4,33697,33846992597,Modeling and simulation of brushless permanent magnet DC motor in dynamic conditions by time stepping technique,2003
2,33697,36692645,Transient dynamic analysis of ferro-fluid bearing spindle motor,2002
21,33697,36493501,Estimation of eddy-current loss in permanent magnets of electric motors using network-field coupled multislice time-stepping finite-element method,2002
20,33697,36493367,A dynamic model of the disk drive spindle motor and its applications,2002
42,33697,36493659,Robust design for torque optimization using response surface methodology,2002
0,33697,84964462226,Collaborative design and engineering for hard disk drive industry,2002
1,33697,84964502558,Grey relational analysis for robust design of BLDC spindle motor,2002
0,33697,35786248,Design and development of a low speed AC generator for wind power applications,2001
12,33697,35386365,Structural robust design for torque optimization of BLDC spindle motor using response surface methodology,2001
1,33697,33702530,Computation of forces and torque in electric machines,2000
6,33697,33747951557,A genetic algorithm combined with finite element method for robust design of actuators,2000
11,33697,34220779,Estimation of back-EMF of PM BLDC motors using derivative of FE solutions,2000
29,33697,34204728,Computer-aided design and analysis of rewritable phase-change optical disk,2000
10,33697,34220328,Genetic algorithm combined with finite element method for robust design of actuators,2000
0,33697,33711501,Influence of discretization model and evaluation method on torque prediction in switched reluctance motor,2000
0,33697,84969135951,Application of component mode synthesis to vibration analysis of disk spindle assembly with hydrodynamic bearings,2000
9,33697,242276617,Design of a hybrid fluid bearing system for HDD spindles,1999
0,33697,33299482,Dynamic performance of disk-spindle system under the influence of electromagnetic forces developed in brushless DC motor,1999
4,33697,33298317,Optimization and sensitivity analysis of HDD spindle motors to manufacturing process noises using FEA and Taguchi method,1999
47,33697,33184026,Application of Taguchi Method to Robust Design of BLDC Motor Performance,1999
0,33697,33300593,Application of Taguchi method to robust design of BLDC motor performance,1999
7,33697,32590285,Thermal modeling of grooved phase change optical recording disk,1999
5,33697,33354396,Electromagnetic design of permanent magnet motors for high speed applications,1999
0,33697,33339279,Three-dimensional thermal modeling and analysis of near-field re-writable phase change optical disks,1999
0,33697,33350708,Computer aided design and analysis of rewritable phase change optical disk,1999
3,33697,33353787,Finite element analysis of structural resonance of actuator in optical pickup head,1999
3,33697,32028578,Design of Brushless DC spindle motors for high speed HDD recording,1998
6,33697,32225062,Thermal modeling of phase change optical recording disk,1998
24,33697,31220692,Effects of unbalanced magnetic pull in spindle motors,1997
8,33697,31385816,A hybrid technique for electromagnetic torque and force analysis of electric machines,1997
3,33697,31224438,Analysis of iron loss in hard disk drive spindle motors,1997
20,33697,30246797,Electromagnetic design for hard disk drive spindle motors with fluid film lubricated bearings,1996
25,33697,30246801,Analysis of unbalanced-magnetic-pulls in hard disk drive spindle motors using a hybrid method,1996
22,33697,30246140,Design trends of spindle motors for high performance hard disk drives,1996
0,33697,85018961865,Ultrasmall Conjugated Polymer Nanoparticles with High Specificity for Targeted Cancer Cell Imaging,2017
1,33697,84996848324,Red and near infrared fluorescent conjugated polyelectrolytes for biomedical applications,2017
6,33697,85000717966,Multifunctional Conjugated Polymer Nanoparticles for Image-Guided Photodynamic and Photothermal Therapy,2017
5,33697,85016487120,Long wavelength excitable near-infrared fluorescent nanoparticles with aggregation-induced emission characteristics for image-guided tumor resection,2017
6,33697,84990241007,A Porphyrin-Based Conjugated Polymer for Highly Efficient In Vitro and In Vivo Photothermal Therapy,2016
1,33697,84986186105,A Molecular Relay-Modified CdS-Sensitized Photoelectrochemical Cell for Overall Water Splitting,2016
6,33697,84976579148,Broad-Spectrum Antimicrobial Star Polycarbonates Functionalized with Mannose for Targeting Bacteria Residing inside Immune Cells,2016
2,33697,84978154093,Decoration of porphyrin with tetraphenylethene: Converting a fluorophore with aggregation-caused quenching to aggregation-induced emission enhancement,2016
3,33697,84951567303,Thermal desorption of PCB-contaminated soil with sodium hydroxide,2015
2,33697,84935026067,Improvement in polymer solar cell performance and eliminating light soaking effect via UV-light treatment on conjugated polyelectrolyte interlayer,2015
6,33697,84922709642,"Central artery stiffness, baroreflex sensitivity, and brain white matter neuronal fiber integrity in older adults",2015
43,33697,84926429665,Biocompatible Conjugated Polymer Nanoparticles for Efficient Photothermal Tumor Therapy,2015
14,33697,84922694396,Extraction of palladium from nuclear waste-like acidic solutions by a metal-organic framework with sulfur and alkene functions,2015
9,33697,84928098804,Conjugated polymer microparticles for selective cancer cell image-guided photothermal therapy,2015
7,33697,84922608823,Association between family history risk categories and prevalence of diabetes in chinese population,2015
14,33697,84922695323,TMSI-Promoted vinylogous michael addition of siloxyfuran to 2-substituted chromones: A general approach for the total synthesis of chromanone lactone natural products,2015
9,33697,84922695294,Proteomic analysis of seedling roots of two maize inbred lines that differ significantly in the salt stress response,2015
0,33697,84922632796,Correlation research of retinal foveal thickness and children amblyopia,2015
1,33697,84922875035,Efficacy of implantable cardioconverter defibrillator or cardiac resynchronization therapy compared with combined therapy in survival of patients with heart failure: A meta-analysis,2015
4,33697,84922664118,Advances in carbon-carbon coupling reactions catalyzed by supported transition-metal catalysts,2015
3,33697,84952336510,Far-Red/Near-Infrared Conjugated Polymer Nanoparticles for Long-Term In Situ Monitoring of Liver Tumor Growth,2015
6,33697,84922725677,The Arabidopsis alkaline ceramidase TOD1 is a key turgor pressure regulator in plant cells,2015
19,33697,84922810691,One-pot synthesis of Ag@Fe<inf>3</inf>O<inf>4</inf>/reduced graphene oxide composite with excellent electromagnetic absorption properties,2015
28,33697,84922826644,Conjugated polymer and drug co-encapsulated nanoparticles for Chemo- and Photo-thermal Combination Therapy with two-photon regulated fast drug release,2015
8,33697,84922628179,Combining protein ratio p -values as a pragmatic approach to the analysis of multirun iTRAQ experiments,2015
6,33697,84922683289,The effect of chronic stress on anti-angiogenesis of sunitinib in colorectal cancer models,2015
14,33697,84948580025,Conjugated Polymer Nanodots as Ultrastable Long-Term Trackers to Understand Mesenchymal Stem Cell Therapy in Skin Regeneration,2015
1,33697,84922692318,Effect of tiotropium on neural respiratory drive during exercise in severe COPD,2015
2,33697,84923115969,Mechanisms of Gefitinib-mediated reversal of tamoxifen resistance in MCF-7 breast cancer cells by inducing ER? re-expression,2015
44,33697,84910057690,Ultrabright organic dots with                             aggregation-induced emission characteristics for cell                             tracking,2014
0,33697,84922481069,[Treatment of type 2 diabetic peripheral neuropathy patients of qi-yin deficiency complicated phlegm-dampness blocking collaterals syndrome by internal application of qigui mixture and external application of qigui huoxue lotion: a clinical study],2014
13,33697,84905053421,Cell imaging using red fluorescent light-up probes based on an environment-sensitive fluorogen with intramolecular charge transfer characteristics,2014
8,33697,84905582144,"Bright quantum-dot-sized single-chain conjugated polyelectrolyte nanoparticles: Synthesis, characterization and application for specific extracellular labeling and imaging",2014
0,33697,84922392409,[Study on the effect of vibsane-type diterpenoids of Viburnum odoratissimum on human HepG2 cell growth and its underlying mechanism],2014
20,33697,84901250453,Tumor-responsive fluorescent light-up probe based on a gold nanoparticle/conjugated polyelectrolyte hybrid,2014
22,33697,84897451608,Reversible photoswitching conjugated polymer nanoparticles for cell and ex vivo tumor imaging,2014
49,33697,84897899547,Conjugated polymer nanoparticles for photoacoustic vascular imaging,2014
27,33697,84896908957,Bright single-chain conjugated polymer dots embedded nanoparticles for long-term cell tracing and imaging,2014
33,33697,84900677423,Micelle/silica co-protected conjugated polymer nanoparticles for two-photon excited brain vascular imaging,2014
28,33697,84894450204,New insights into the regulation of inflorescence architecture,2014
40,33697,84894627352,Self-assembly-induced far-red/near-infrared fluorescence light-Up for detecting and visualizing specific protein-peptide interactions,2014
2,33697,84922777715,Wiener filtering of surface EMG with a priori SNR estimation toward myoelectric control for neurological injury patients,2014
69,33697,84903721658,Conjugated-polyelectrolyte-based polyprodrug: Targeted and image-guided photodynamic and chemotherapy with on-demand drug release upon irradiation with a single light source,2014
1,33697,84922605595,Research of scratch visibility in (subsurface) damage detection based on Total Internal Reflection Microscopy,2014
10,33697,84890450798,Hybrid sensor using gold nanoparticles and conjugated polyelectrolytes for studying sequence rule in protein-DNA interactions,2013
106,33697,84887465745,Ultrabright organic dots with aggregation-induced emission characteristics for real-time two-photon intravital vasculature imaging,2013
46,33697,84887605165,Organic dots with aggregation-induced emission (AIE dots) characteristics for dual-color cell tracing,2013
17,33697,84886904685,Emerging applications of conjugated polymers in molecular imaging,2013
14,33697,84884320060,A water-soluble conjugated polymer brush with multihydroxy dendritic side chains,2013
47,33697,84884255858,Bright far-red/near-infrared conjugated polymer nanoparticles for in vivo bioimaging,2013
23,33697,84883191205,A general approach to prepare conjugated polymer dot embedded silica nanoparticles with a SiO2@CP@SiO2 structure for targeted HER2-positive cellular imaging,2013
